"provider","caseId","caseSummary","mapId","requestedModel","actualModel","modelFallback","reasoningEffort","seed","outcome","failureCategory","generationLatencyMs","totalLatencyMs","inputTokens","outputTokens","totalTokens","apiCalls","repairCount","scenicCompileMs","scenicCompilePass","scenicSampleMs","scenicSamplePass","scenicCompileSampleMs","mapBindingPass","nativeValidationPass","simulationPass","simulationDurationS","simulationWallMs","simulationHash","actorCount","actionCount","semanticPass","editablePass","safeError","convergenceIterations","relativeActionCount","relativeTriggerFireCount","relativeTimingPass","stopReason","imagesSent","totalImageBytes","imageCostUsd"
"relative-goal-optimizer","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","30684","30684","2313","3054","5367","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 13/24 evaluations.","13","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","25385","25385","2314","2704","5018","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 17/24 evaluations.","17","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","51600","51600","2308","6071","8379","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","24","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","29124","29124","2312","3183","5495","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 14/24 evaluations.","14","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","20432","20432","2316","1844","4160","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 15/24 evaluations.","15","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","16926","16926","2311","1629","3940","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","24","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","success","","17957","18022","2310","1811","4121","1","0","","","","","","true","true","true","20","63","ea2b716c6d7ac837eb9c9635c2211750aeb9ff61ed051f7534970275e06d858b","2","1","true","true","","","1","1","true","verified","","",""
"relative-goal-optimizer","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","38644","38644","2310","4416","6726","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","24","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","","failure","no-candidate","31696","31696","2310","2983","5293","1","0","","","","","","false","false","false","","","","","","false","false","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 17/24 evaluations.","17","","","","evaluation-budget-exhausted","","",""
"relative-goal-optimizer","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-luna","","false","high","","expected-rejection","provider-generation","","0","","","","","","","","","","","false","false","false","","","","","","false","false","Unsupported request: physical constraints are impossible or mutually contradictory.","","","","","","","",""
