"provider","caseId","caseSummary","mapId","requestedModel","actualModel","modelFallback","reasoningEffort","outcome","failureCategory","generationLatencyMs","totalLatencyMs","inputTokens","outputTokens","totalTokens","apiCalls","repairCount","scenicCompileMs","scenicCompilePass","scenicSampleMs","scenicSamplePass","scenicCompileSampleMs","mapBindingPass","nativeValidationPass","simulationPass","simulationDurationS","simulationWallMs","simulationHash","actorCount","actionCount","semanticPass","editablePass","safeError","convergenceIterations","relativeActionCount","relativeTriggerFireCount","relativeTimingPass","stopReason","imagesSent","totalImageBytes","imageCostUsd"
"direct-llm","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","success","","12922","13046","2358","1167","3525","1","0","","","","","","true","true","true","20","116","b9c2ada65dc16a4dcdcbf625d7134573621a9a4b856513c321ac9ee55538a447","2","1","true","true","","","1","0","false","","","",""
"direct-llm","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","success","","23803","23902","2359","2562","4921","1","0","","","","","","true","true","true","20","95","27deb70c53f86b641dc82d5e471fc2d3b4610005b70fe97e85f28779bc11b511","2","2","true","true","","","1","0","false","","","",""
"direct-llm","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","success","","41524","41726","5631","5143","10774","2","1","","","","","","true","true","true","20","197","3837216027e71b8c144e25f7d9e7c417f8eec6295613f638c42e73940e2f2de8","4","7","true","true","","","0","0","","","","",""
"direct-llm","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","failure","map-binding","34053","34059","5201","3932","9133","2","1","","","","","","false","false","false","","","","","","false","false","near_miss_trigger_unresolved at choreography.interactions.controlled-near-miss.trigger: near-miss trigger cannot be resolved against the canonical target trajectory","","","","","","","",""
"direct-llm","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","semantic-mismatch","semantic-constraints","12932","13037","2361","1393","3754","1","0","","","","","","true","true","true","20","102","05ddbe34211a1f55d69685c24a104fc72080ed51f7dc1fd78b22ceb2f128392f","2","2","false","true","emergency-actor: emergency actors=0","","1","1","true","","","",""
"direct-llm","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","semantic-mismatch","semantic-constraints","14518","14574","2356","1741","4097","1","0","","","","","","true","true","true","20","53","74637e04cb43f767e970b7a15bc9bae39024bd21982547e77c4e3808f11f5bc3","2","5","false","true","signal-control: 0 plans; 0 controls","","0","0","","","","",""
"direct-llm","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","success","","13877","14002","2355","1652","4007","1","0","","","","","","true","true","true","20","120","eb7df80a0155fa487f4ada4275a1d0f46356a448383b70757ba4521696adde33","2","3","true","true","","","1","1","true","","","",""
"direct-llm","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","success","","35698","35925","5335","4531","9866","2","1","","","","","","true","true","true","20","225","ce4c4af79aafdcda10f90e04d3a841313389bb872c41eeae76248734c32818ec","3","4","true","true","","","0","0","","","","",""
"direct-llm","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","success","","9849","9940","2355","1095","3450","1","0","","","","","","true","true","true","20","89","e9717f3161e6f4abfffcd84d710a5a98edd7c29e4c514dc86e54f408345f561f","2","2","true","true","","","0","0","","","","",""
"direct-llm","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","unexpected-generation","unsupported-request-not-rejected","3373","3490","2363","272","2635","1","0","","","","","","true","true","true","20","115","83514fa7b6749ed701626f6cbf5218566390c54e32d4ca997be8f2604a848eb5","2","0","false","true","Provider materialized and simulated an unsupported request","","0","0","","","","",""
