"provider","caseId","caseSummary","mapId","requestedModel","actualModel","modelFallback","reasoningEffort","seed","outcome","failureCategory","generationLatencyMs","totalLatencyMs","inputTokens","outputTokens","totalTokens","apiCalls","repairCount","scenicCompileMs","scenicCompilePass","scenicSampleMs","scenicSamplePass","scenicCompileSampleMs","mapBindingPass","nativeValidationPass","simulationPass","simulationDurationS","simulationWallMs","simulationHash","actorCount","actionCount","semanticPass","editablePass","safeError","convergenceIterations","relativeActionCount","relativeTriggerFireCount","relativeTimingPass","stopReason","imagesSent","totalImageBytes","imageCostUsd"
"simulation-agent","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","success","","3211","3301","2472","254","2726","1","0","","","","","","true","true","true","20","88","d614a8034ddf214fc1e697f40db4ab7336978c57605fde172df43c6cde740d82","2","1","true","true","","1","1","0","false","verified","","",""
"simulation-agent","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","success","","5980","6069","2473","255","2728","1","0","","","","","","true","true","true","20","87","e1dbce092097cdf9d3f40345f960499ea39f33c736858805e02a0650679334d0","2","1","true","true","","1","1","0","false","verified","","",""
"simulation-agent","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","success","","30582","30723","4982","2368","7350","2","1","","","","","","true","true","true","20","139","bca3485f02f8dd6d1fcaf0936132ea8d749ebe767b6cb42c12d544e92725a60a","4","2","true","true","","2","2","0","false","verified","","",""
"simulation-agent","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","success","","45458","45499","7527","3676","11203","3","2","","","","","","true","true","true","20","39","c0743d2f24ce2392fc3c09f25b4345c95ce7104def9007db291e34b966b3ce69","2","1","true","true","","3","1","1","true","verified","","",""
"simulation-agent","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","failure","no-candidate","36209","36209","11081","2819","13900","4","3","","","","","","false","false","false","","","","","","false","false","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: emergency-actor=false: emergency actors=0; relative-yield=true: 1 relative yield actions; emergency-actor: emergency actors=0","4","","","","iteration-budget-exhausted","","",""
"simulation-agent","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","failure","no-candidate","86354","86354","11506","6328","17834","4","3","","","","","","false","false","false","","","","","","false","false","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; delayed-turn=true: turn=true; delayed=true; signal-control=false: 0 plans; 0 controls; signal-control: 0 plans; 0 controls","4","","","","iteration-budget-exhausted","","",""
"simulation-agent","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","success","","9974","10028","2469","792","3261","1","0","","","","","","true","true","true","20","53","4ac8f0e1bbff14b7d90f2d87d1c9bb1a67d399d431c69de30dd2c58c334ee953","2","1","true","true","","1","1","0","false","verified","","",""
"simulation-agent","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","failure","no-candidate","44378","44379","10021","3744","13765","4","3","","","","","","false","false","false","","","","","","false","false","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: action bicycle_emerge_laterally lane offset must be within -1..1","4","","","","iteration-budget-exhausted","","",""
"simulation-agent","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","success","","10410","10474","2469","831","3300","1","0","","","","","","true","true","true","20","62","812e04e4df815c32803649b8f18231ed3fc2ff71d04474210cbf57ae047855c2","2","2","true","true","","1","0","0","","verified","","",""
"simulation-agent","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","","expected-rejection","expected-rejection","35452","35452","10640","2106","12746","4","3","","","","","","false","false","false","","","","","","false","false","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: must-reject-contradiction=false: provider materialized mutually contradictory collision and separation requirements; must-reject-contradiction: provider materialized mutually contradictory collision and separation requirements","4","","","","iteration-budget-exhausted","","",""
